"","id","home_team","home_score","away_team","away_score","total_score","diff_score","home_win","date","year","month","decade","temperature","humidity","wind_mph"
"630","196610300phi","Philadelphia Eagles",13,"Washington Redskins",27,40,-14,FALSE,"10/30/1966",1966,"October","1960s",43,42,13
"631","196610310crd","St. Louis Cardinals",24,"Chicago Bears",17,41,7,TRUE,"10/31/1966",1966,"October","1960s",53,59,12
"632","196611060phi","Philadelphia Eagles",24,"Dallas Cowboys",23,47,1,TRUE,"11/6/1966",1966,"November","1960s",46,62,14
"633","196611060chi","Chicago Bears",10,"Detroit Lions",10,20,0,FALSE,"11/6/1966",1966,"November","1960s",38,73,11
"634","196611060pit","Pittsburgh Steelers",16,"Cleveland Browns",6,22,10,TRUE,"11/6/1966",1966,"November","1960s",35,83,11
"635","196611060clt","Baltimore Colts",37,"Washington Redskins",10,47,27,TRUE,"11/6/1966",1966,"November","1960s",47,52,15
"636","196611060sfo","San Francisco 49ers",21,"Los Angeles Rams",13,34,8,TRUE,"11/6/1966",1966,"November","1960s",54,79,15
"637","196611060gnb","Green Bay Packers",17,"Minnesota Vikings",20,37,-3,FALSE,"11/6/1966",1966,"November","1960s",31,80,13
"638","196611060nyg","New York Giants",17,"St. Louis Cardinals",20,37,-3,FALSE,"11/6/1966",1966,"November","1960s",48,66,14
"639","196611130was","Washington Redskins",30,"Dallas Cowboys",31,61,-1,FALSE,"11/13/1966",1966,"November","1960s",40,71,8
"640","196611130atl","Atlanta Falcons",7,"Baltimore Colts",19,26,-12,FALSE,"11/13/1966",1966,"November","1960s",58,80,12
"641","196611130ram","Los Angeles Rams",55,"New York Giants",14,69,41,TRUE,"11/13/1966",1966,"November","1960s",62,77,9
"642","196611130chi","Chicago Bears",30,"San Francisco 49ers",30,60,0,FALSE,"11/13/1966",1966,"November","1960s",34,70,7
"643","196611130cle","Cleveland Browns",27,"Philadelphia Eagles",7,34,20,TRUE,"11/13/1966",1966,"November","1960s",38,78,8
"644","196611130pit","Pittsburgh Steelers",30,"St. Louis Cardinals",9,39,21,TRUE,"11/13/1966",1966,"November","1960s",39,64,9
"645","196611130min","Minnesota Vikings",31,"Detroit Lions",32,63,-1,FALSE,"11/13/1966",1966,"November","1960s",30,74,13
"646","196611200pit","Pittsburgh Steelers",7,"Dallas Cowboys",20,27,-13,FALSE,"11/20/1966",1966,"November","1960s",30,60,8
"647","196611200det","Detroit Lions",20,"Baltimore Colts",14,34,6,TRUE,"11/20/1966",1966,"November","1960s",32,77,7
"648","196611200nyg","New York Giants",16,"Atlanta Falcons",27,43,-11,FALSE,"11/20/1966",1966,"November","1960s",36,44,16
"649","196611200cle","Cleveland Browns",14,"Washington Redskins",3,17,11,TRUE,"11/20/1966",1966,"November","1960s",32,69,8
"650","196611200ram","Los Angeles Rams",21,"Minnesota Vikings",6,27,15,TRUE,"11/20/1966",1966,"November","1960s",63,79,8
"651","196611200gnb","Green Bay Packers",13,"Chicago Bears",6,19,7,TRUE,"11/20/1966",1966,"November","1960s",32,76,8
"652","196611200sfo","San Francisco 49ers",34,"Philadelphia Eagles",35,69,-1,FALSE,"11/20/1966",1966,"November","1960s",58,79,20
"653","196611240dal","Dallas Cowboys",26,"Cleveland Browns",14,40,12,TRUE,"11/24/1966",1966,"November","1960s",71,68,15
"654","196611240det","Detroit Lions",14,"San Francisco 49ers",41,55,-27,FALSE,"11/24/1966",1966,"November","1960s",55,80,11
"655","196611270chi","Chicago Bears",23,"Atlanta Falcons",6,29,17,TRUE,"11/27/1966",1966,"November","1960s",49,90,11
"656","196611270min","Minnesota Vikings",16,"Green Bay Packers",28,44,-12,FALSE,"11/27/1966",1966,"November","1960s",33,78,19
"657","196611270was","Washington Redskins",72,"New York Giants",41,113,31,TRUE,"11/27/1966",1966,"November","1960s",42,83,5
"658","196611270clt","Baltimore Colts",7,"Los Angeles Rams",23,30,-16,FALSE,"11/27/1966",1966,"November","1960s",44,70,8
"659","196611270crd","St. Louis Cardinals",6,"Pittsburgh Steelers",3,9,3,TRUE,"11/27/1966",1966,"November","1960s",50,94,19
"660","196612040phi","Philadelphia Eagles",27,"Pittsburgh Steelers",23,50,4,TRUE,"12/4/1966",1966,"December","1960s",20,39,12
"661","196612040dal","Dallas Cowboys",31,"St. Louis Cardinals",17,48,14,TRUE,"12/4/1966",1966,"December","1960s",43,90,9
"662","196612040cle","Cleveland Browns",49,"New York Giants",40,89,9,TRUE,"12/4/1966",1966,"December","1960s",18,78,8
"663","196612040min","Minnesota Vikings",13,"Atlanta Falcons",20,33,-7,FALSE,"12/4/1966",1966,"December","1960s",20,75,14
"664","196612040clt","Baltimore Colts",21,"Chicago Bears",16,37,5,TRUE,"12/4/1966",1966,"December","1960s",21,40,10
"665","196612040gnb","Green Bay Packers",20,"San Francisco 49ers",7,27,13,TRUE,"12/4/1966",1966,"December","1960s",20,72,12
"666","196612040ram","Los Angeles Rams",23,"Detroit Lions",3,26,20,TRUE,"12/4/1966",1966,"December","1960s",57,86,8
"667","196612100clt","Baltimore Colts",10,"Green Bay Packers",14,24,-4,FALSE,"12/10/1966",1966,"December","1960s",58,82,11
"668","196612110phi","Philadelphia Eagles",33,"Cleveland Browns",21,54,12,TRUE,"12/11/1966",1966,"December","1960s",53,74,15
"669","196612110dal","Dallas Cowboys",31,"Washington Redskins",34,65,-3,FALSE,"12/11/1966",1966,"December","1960s",30,57,8
"670","196612110sfo","San Francisco 49ers",41,"Chicago Bears",14,55,27,TRUE,"12/11/1966",1966,"December","1960s",52,71,6
"671","196612110nyg","New York Giants",28,"Pittsburgh Steelers",47,75,-19,FALSE,"12/11/1966",1966,"December","1960s",54,79,15
"672","196612110atl","Atlanta Falcons",16,"St. Louis Cardinals",10,26,6,TRUE,"12/11/1966",1966,"December","1960s",41,79,14
"673","196612110det","Detroit Lions",16,"Minnesota Vikings",28,44,-12,FALSE,"12/11/1966",1966,"December","1960s",28,76,13
"674","196612170crd","St. Louis Cardinals",10,"Cleveland Browns",38,48,-28,FALSE,"12/17/1966",1966,"December","1960s",39,79,8
"675","196612180nyg","New York Giants",7,"Dallas Cowboys",17,24,-10,FALSE,"12/18/1966",1966,"December","1960s",50,49,14
"676","196612180atl","Atlanta Falcons",33,"Pittsburgh Steelers",57,90,-24,FALSE,"12/18/1966",1966,"December","1960s",47,77,8
"677","196612180sfo","San Francisco 49ers",14,"Baltimore Colts",30,44,-16,FALSE,"12/18/1966",1966,"December","1960s",46,86,7
"678","196612180was","Washington Redskins",28,"Philadelphia Eagles",37,65,-9,FALSE,"12/18/1966",1966,"December","1960s",44,66,8
"679","196612180chi","Chicago Bears",41,"Minnesota Vikings",28,69,13,TRUE,"12/18/1966",1966,"December","1960s",35,82,10
"680","196612180ram","Los Angeles Rams",23,"Green Bay Packers",27,50,-4,FALSE,"12/18/1966",1966,"December","1960s",58,61,8
"681","196701010dal","Dallas Cowboys",27,"Green Bay Packers",34,61,-7,FALSE,"1/1/1967",1967,"January","1960s",40,75,8
"682","196701150gnb","Green Bay Packers",35,"Kansas City Chiefs",10,45,25,TRUE,"1/15/1967",1967,"January","1960s",54,90,7
"683","196709170clt","Baltimore Colts",38,"Atlanta Falcons",31,69,7,TRUE,"9/17/1967",1967,"September","1960s",70,80,12
"684","196709170phi","Philadelphia Eagles",35,"Washington Redskins",24,59,11,TRUE,"9/17/1967",1967,"September","1960s",69,78,12
"685","196709170nor","New Orleans Saints",13,"Los Angeles Rams",27,40,-14,FALSE,"9/17/1967",1967,"September","1960s",75,66,7
"686","196709170pit","Pittsburgh Steelers",41,"Chicago Bears",13,54,28,TRUE,"9/17/1967",1967,"September","1960s",71,71,5
"687","196709170gnb","Green Bay Packers",17,"Detroit Lions",17,34,0,FALSE,"9/17/1967",1967,"September","1960s",69,77,6
"688","196709170crd","St. Louis Cardinals",20,"New York Giants",37,57,-17,FALSE,"9/17/1967",1967,"September","1960s",72,90,5
"689","196709170cle","Cleveland Browns",14,"Dallas Cowboys",21,35,-7,FALSE,"9/17/1967",1967,"September","1960s",68,71,7
"690","196709170min","Minnesota Vikings",21,"San Francisco 49ers",27,48,-6,FALSE,"9/17/1967",1967,"September","1960s",67,79,6
"691","196709220ram","Los Angeles Rams",39,"Minnesota Vikings",3,42,36,TRUE,"9/22/1967",1967,"September","1960s",70,72,11
"692","196709240det","Detroit Lions",31,"Cleveland Browns",14,45,17,TRUE,"9/24/1967",1967,"September","1960s",55,57,14
"693","196709240gnb","Green Bay Packers",13,"Chicago Bears",10,23,3,TRUE,"9/24/1967",1967,"September","1960s",49,60,9
"694","196709240nor","New Orleans Saints",10,"Washington Redskins",30,40,-20,FALSE,"9/24/1967",1967,"September","1960s",72,63,6
"695","196709240phi","Philadelphia Eagles",6,"Baltimore Colts",38,44,-32,FALSE,"9/24/1967",1967,"September","1960s",54,73,11
"696","196709240dal","Dallas Cowboys",38,"New York Giants",24,62,14,TRUE,"9/24/1967",1967,"September","1960s",77,65,4
"697","196709240pit","Pittsburgh Steelers",14,"St. Louis Cardinals",28,42,-14,FALSE,"9/24/1967",1967,"September","1960s",54,63,14
"698","196709240sfo","San Francisco 49ers",38,"Atlanta Falcons",7,45,31,TRUE,"9/24/1967",1967,"September","1960s",62,78,14
"699","196710010clt","Baltimore Colts",41,"San Francisco 49ers",7,48,34,TRUE,"10/1/1967",1967,"October","1960s",56,64,12
"700","196710010nor","New Orleans Saints",7,"Cleveland Browns",42,49,-35,FALSE,"10/1/1967",1967,"October","1960s",61,68,8
"701","196710010dal","Dallas Cowboys",13,"Los Angeles Rams",35,48,-22,FALSE,"10/1/1967",1967,"October","1960s",71,57,12
"702","196710010crd","St. Louis Cardinals",38,"Detroit Lions",28,66,10,TRUE,"10/1/1967",1967,"October","1960s",68,62,12
"703","196710010was","Washington Redskins",38,"New York Giants",34,72,4,TRUE,"10/1/1967",1967,"October","1960s",56,66,9
"704","196710010phi","Philadelphia Eagles",34,"Pittsburgh Steelers",24,58,10,TRUE,"10/1/1967",1967,"October","1960s",58,64,11
"705","196710010min","Minnesota Vikings",7,"Chicago Bears",17,24,-10,FALSE,"10/1/1967",1967,"October","1960s",65,56,15
"706","196710010gnb","Green Bay Packers",23,"Atlanta Falcons",0,23,23,TRUE,"10/1/1967",1967,"October","1960s",53,81,8
"707","196710070cle","Cleveland Browns",21,"Pittsburgh Steelers",10,31,11,TRUE,"10/7/1967",1967,"October","1960s",50,72,9
"708","196710080min","Minnesota Vikings",24,"St. Louis Cardinals",34,58,-10,FALSE,"10/8/1967",1967,"October","1960s",44,93,15
"709","196710080was","Washington Redskins",14,"Dallas Cowboys",17,31,-3,FALSE,"10/8/1967",1967,"October","1960s",57,86,7
"710","196710080atl","Atlanta Falcons",7,"Philadelphia Eagles",38,45,-31,FALSE,"10/8/1967",1967,"October","1960s",61,88,12
"711","196710080ram","Los Angeles Rams",24,"San Francisco 49ers",27,51,-3,FALSE,"10/8/1967",1967,"October","1960s",72,33,9
"712","196710080chi","Chicago Bears",3,"Baltimore Colts",24,27,-21,FALSE,"10/8/1967",1967,"October","1960s",61,78,12
"713","196710080nyg","New York Giants",27,"New Orleans Saints",21,48,6,TRUE,"10/8/1967",1967,"October","1960s",55,60,10
"714","196710080det","Detroit Lions",17,"Green Bay Packers",27,44,-10,FALSE,"10/8/1967",1967,"October","1960s",60,82,14
"715","196710150phi","Philadelphia Eagles",27,"San Francisco 49ers",28,55,-1,FALSE,"10/15/1967",1967,"October","1960s",58,70,6
"716","196710150gnb","Green Bay Packers",7,"Minnesota Vikings",10,17,-3,FALSE,"10/15/1967",1967,"October","1960s",56,84,6
"717","196710150dal","Dallas Cowboys",14,"New Orleans Saints",10,24,4,TRUE,"10/15/1967",1967,"October","1960s",72,83,13
"718","196710150pit","Pittsburgh Steelers",24,"New York Giants",27,51,-3,FALSE,"10/15/1967",1967,"October","1960s",54,77,6
"719","196710150atl","Atlanta Falcons",20,"Washington Redskins",20,40,0,FALSE,"10/15/1967",1967,"October","1960s",67,64,6
"720","196710150cle","Cleveland Browns",20,"St. Louis Cardinals",16,36,4,TRUE,"10/15/1967",1967,"October","1960s",59,76,13
"721","196710150chi","Chicago Bears",14,"Detroit Lions",3,17,11,TRUE,"10/15/1967",1967,"October","1960s",58,79,8
"722","196710150clt","Baltimore Colts",24,"Los Angeles Rams",24,48,0,FALSE,"10/15/1967",1967,"October","1960s",55,87,7
"723","196710220det","Detroit Lions",24,"Atlanta Falcons",3,27,21,TRUE,"10/22/1967",1967,"October","1960s",40,68,8
"724","196710220pit","Pittsburgh Steelers",21,"Dallas Cowboys",24,45,-3,FALSE,"10/22/1967",1967,"October","1960s",43,59,5
"725","196710220ram","Los Angeles Rams",28,"Washington Redskins",28,56,0,FALSE,"10/22/1967",1967,"October","1960s",63,73,10
"726","196710220crd","St. Louis Cardinals",48,"Philadelphia Eagles",14,62,34,TRUE,"10/22/1967",1967,"October","1960s",59,39,12
"727","196710220min","Minnesota Vikings",20,"Baltimore Colts",20,40,0,FALSE,"10/22/1967",1967,"October","1960s",54,51,17
"728","196710220cle","Cleveland Browns",24,"Chicago Bears",0,24,24,TRUE,"10/22/1967",1967,"October","1960s",44,70,4
"729","196710220sfo","San Francisco 49ers",27,"New Orleans Saints",13,40,14,TRUE,"10/22/1967",1967,"October","1960s",61,87,11
"730","196710220nyg","New York Giants",21,"Green Bay Packers",48,69,-27,FALSE,"10/22/1967",1967,"October","1960s",54,46,10
"731","196710290nor","New Orleans Saints",10,"Pittsburgh Steelers",14,24,-4,FALSE,"10/29/1967",1967,"October","1960s",66,75,12
"732","196710290nyg","New York Giants",38,"Cleveland Browns",34,72,4,TRUE,"10/29/1967",1967,"October","1960s",46,47,12
"733","196710290chi","Chicago Bears",17,"Los Angeles Rams",28,45,-11,FALSE,"10/29/1967",1967,"October","1960s",42,70,13
"734","196710290sfo","San Francisco 49ers",3,"Detroit Lions",45,48,-42,FALSE,"10/29/1967",1967,"October","1960s",58,52,15
"735","196710290phi","Philadelphia Eagles",21,"Dallas Cowboys",14,35,7,TRUE,"10/29/1967",1967,"October","1960s",46,51,8
"736","196710290atl","Atlanta Falcons",21,"Minnesota Vikings",20,41,1,TRUE,"10/29/1967",1967,"October","1960s",49,49,8
"737","196710290was","Washington Redskins",13,"Baltimore Colts",17,30,-4,FALSE,"10/29/1967",1967,"October","1960s",43,69,5
"738","196710300crd","St. Louis Cardinals",23,"Green Bay Packers",31,54,-8,FALSE,"10/30/1967",1967,"October","1960s",60,63,13
"739","196711050nor","New Orleans Saints",31,"Philadelphia Eagles",24,55,7,TRUE,"11/5/1967",1967,"November","1960s",50,61,12
"740","196711050sfo","San Francisco 49ers",7,"Los Angeles Rams",17,24,-10,FALSE,"11/5/1967",1967,"November","1960s",59,79,8
"741","196711050min","Minnesota Vikings",27,"New York Giants",24,51,3,TRUE,"11/5/1967",1967,"November","1960s",26,60,13
"742","196711050det","Detroit Lions",13,"Chicago Bears",27,40,-14,FALSE,"11/5/1967",1967,"November","1960s",32,72,15
"743","196711050clt","Baltimore Colts",13,"Green Bay Packers",10,23,3,TRUE,"11/5/1967",1967,"November","1960s",39,51,15
"744","196711050dal","Dallas Cowboys",37,"Atlanta Falcons",7,44,30,TRUE,"11/5/1967",1967,"November","1960s",46,56,6
"745","196711050was","Washington Redskins",21,"St. Louis Cardinals",27,48,-6,FALSE,"11/5/1967",1967,"November","1960s",38,58,12
"746","196711050pit","Pittsburgh Steelers",14,"Cleveland Browns",34,48,-20,FALSE,"11/5/1967",1967,"November","1960s",31,65,17
"747","196711120min","Minnesota Vikings",10,"Detroit Lions",10,20,0,FALSE,"11/12/1967",1967,"November","1960s",42,56,18
"748","196711120ram","Los Angeles Rams",33,"Philadelphia Eagles",17,50,16,TRUE,"11/12/1967",1967,"November","1960s",68,65,9
"749","196711120nor","New Orleans Saints",10,"Dallas Cowboys",27,37,-17,FALSE,"11/12/1967",1967,"November","1960s",65,88,6
"750","196711120chi","Chicago Bears",34,"New York Giants",7,41,27,TRUE,"11/12/1967",1967,"November","1960s",51,62,15
"751","196711120crd","St. Louis Cardinals",14,"Pittsburgh Steelers",14,28,0,FALSE,"11/12/1967",1967,"November","1960s",55,62,13
"752","196711120was","Washington Redskins",31,"San Francisco 49ers",28,59,3,TRUE,"11/12/1967",1967,"November","1960s",60,52,12
"753","196711120gnb","Green Bay Packers",55,"Cleveland Browns",7,62,48,TRUE,"11/12/1967",1967,"November","1960s",49,64,15
"754","196711120atl","Atlanta Falcons",7,"Baltimore Colts",49,56,-42,FALSE,"11/12/1967",1967,"November","1960s",60,58,8
"755","196711190phi","Philadelphia Eagles",48,"New Orleans Saints",21,69,27,TRUE,"11/19/1967",1967,"November","1960s",44,53,18
"756","196711190gnb","Green Bay Packers",13,"San Francisco 49ers",0,13,13,TRUE,"11/19/1967",1967,"November","1960s",32,63,12
"757","196711190cle","Cleveland Browns",14,"Minnesota Vikings",10,24,4,TRUE,"11/19/1967",1967,"November","1960s",0,0,NA
"758","196711190chi","Chicago Bears",30,"St. Louis Cardinals",3,33,27,TRUE,"11/19/1967",1967,"November","1960s",33,67,10
"759","196711190nyg","New York Giants",28,"Pittsburgh Steelers",20,48,8,TRUE,"11/19/1967",1967,"November","1960s",43,52,20
"760","196711190atl","Atlanta Falcons",3,"Los Angeles Rams",31,34,-28,FALSE,"11/19/1967",1967,"November","1960s",46,36,11
"761","196711190dal","Dallas Cowboys",20,"Washington Redskins",27,47,-7,FALSE,"11/19/1967",1967,"November","1960s",55,50,8
"762","196711190clt","Baltimore Colts",41,"Detroit Lions",7,48,34,TRUE,"11/19/1967",1967,"November","1960s",45,44,24
"763","196711230dal","Dallas Cowboys",46,"St. Louis Cardinals",21,67,25,TRUE,"11/23/1967",1967,"November","1960s",57,55,12
"764","196711230det","Detroit Lions",7,"Los Angeles Rams",31,38,-24,FALSE,"11/23/1967",1967,"November","1960s",33,73,11
"765","196711260pit","Pittsburgh Steelers",27,"Minnesota Vikings",41,68,-14,FALSE,"11/26/1967",1967,"November","1960s",41,70,11
"766","196711260chi","Chicago Bears",13,"Green Bay Packers",17,30,-4,FALSE,"11/26/1967",1967,"November","1960s",39,72,14
"767","196711260sfo","San Francisco 49ers",9,"Baltimore Colts",26,35,-17,FALSE,"11/26/1967",1967,"November","1960s",55,43,12
"768","196711260nor","New Orleans Saints",27,"Atlanta Falcons",24,51,3,TRUE,"11/26/1967",1967,"November","1960s",72,84,10
"769","196711260nyg","New York Giants",44,"Philadelphia Eagles",7,51,37,TRUE,"11/26/1967",1967,"November","1960s",48,56,14
"770","196711260cle","Cleveland Browns",42,"Washington Redskins",37,79,5,TRUE,"11/26/1967",1967,"November","1960s",46,59,15
"771","196712030was","Washington Redskins",35,"Philadelphia Eagles",35,70,0,FALSE,"12/3/1967",1967,"December","1960s",36,93,9
"772","196712030sfo","San Francisco 49ers",14,"Chicago Bears",28,42,-14,FALSE,"12/3/1967",1967,"December","1960s",53,82,13
"773","196712030ram","Los Angeles Rams",20,"Atlanta Falcons",3,23,17,TRUE,"12/3/1967",1967,"December","1960s",56,43,8
"774","196712030min","Minnesota Vikings",27,"Green Bay Packers",30,57,-3,FALSE,"12/3/1967",1967,"December","1960s",25,79,8
"775","196712030crd","St. Louis Cardinals",31,"New Orleans Saints",20,51,11,TRUE,"12/3/1967",1967,"December","1960s",34,86,16
"776","196712030clt","Baltimore Colts",23,"Dallas Cowboys",17,40,6,TRUE,"12/3/1967",1967,"December","1960s",37,90,12
"777","196712030det","Detroit Lions",14,"Pittsburgh Steelers",24,38,-10,FALSE,"12/3/1967",1967,"December","1960s",34,76,12
"778","196712030cle","Cleveland Browns",24,"New York Giants",14,38,10,TRUE,"12/3/1967",1967,"December","1960s",39,73,15
"779","196712090ram","Los Angeles Rams",27,"Green Bay Packers",24,51,3,TRUE,"12/9/1967",1967,"December","1960s",55,53,7
"780","196712100clt","Baltimore Colts",30,"New Orleans Saints",10,40,20,TRUE,"12/10/1967",1967,"December","1960s",40,78,14
"781","196712100dal","Dallas Cowboys",38,"Philadelphia Eagles",17,55,21,TRUE,"12/10/1967",1967,"December","1960s",44,72,18
"782","196712100atl","Atlanta Falcons",28,"San Francisco 49ers",34,62,-6,FALSE,"12/10/1967",1967,"December","1960s",61,87,13
"783","196712100crd","St. Louis Cardinals",16,"Cleveland Browns",20,36,-4,FALSE,"12/10/1967",1967,"December","1960s",43,100,10
"784","196712100chi","Chicago Bears",10,"Minnesota Vikings",10,20,0,FALSE,"12/10/1967",1967,"December","1960s",37,94,15
"785","196712100nyg","New York Giants",7,"Detroit Lions",30,37,-23,FALSE,"12/10/1967",1967,"December","1960s",36,53,14
"786","196712100pit","Pittsburgh Steelers",10,"Washington Redskins",15,25,-5,FALSE,"12/10/1967",1967,"December","1960s",42,74,14
"787","196712160sfo","San Francisco 49ers",24,"Dallas Cowboys",16,40,8,TRUE,"12/16/1967",1967,"December","1960s",44,76,9
"788","196712170ram","Los Angeles Rams",34,"Baltimore Colts",10,44,24,TRUE,"12/17/1967",1967,"December","1960s",52,46,14
"789","196712170nyg","New York Giants",37,"St. Louis Cardinals",14,51,23,TRUE,"12/17/1967",1967,"December","1960s",38,52,15
"790","196712170gnb","Green Bay Packers",17,"Pittsburgh Steelers",24,41,-7,FALSE,"12/17/1967",1967,"December","1960s",30,76,11
"791","196712170was","Washington Redskins",14,"New Orleans Saints",30,44,-16,FALSE,"12/17/1967",1967,"December","1960s",36,50,6
"792","196712170atl","Atlanta Falcons",14,"Chicago Bears",23,37,-9,FALSE,"12/17/1967",1967,"December","1960s",46,68,7
"793","196712170phi","Philadelphia Eagles",28,"Cleveland Browns",24,52,4,TRUE,"12/17/1967",1967,"December","1960s",37,58,12
"794","196712170det","Detroit Lions",14,"Minnesota Vikings",3,17,11,TRUE,"12/17/1967",1967,"December","1960s",29,71,11
"795","196712230gnb","Green Bay Packers",28,"Los Angeles Rams",7,35,21,TRUE,"12/23/1967",1967,"December","1960s",13,60,15
"796","196712240dal","Dallas Cowboys",52,"Cleveland Browns",14,66,38,TRUE,"12/24/1967",1967,"December","1960s",44,54,12
"797","196712310gnb","Green Bay Packers",21,"Dallas Cowboys",17,38,4,TRUE,"12/31/1967",1967,"December","1960s",-2,55,15
"798","196801140gnb","Green Bay Packers",33,"Oakland Raiders",14,47,19,TRUE,"1/14/1968",1968,"January","1960s",60,74,12
"799","196809140min","Minnesota Vikings",47,"Atlanta Falcons",7,54,40,TRUE,"9/14/1968",1968,"September","1960s",73,58,13
"800","196809150gnb","Green Bay Packers",30,"Philadelphia Eagles",13,43,17,TRUE,"9/15/1968",1968,"September","1960s",67,66,11
"801","196809150dal","Dallas Cowboys",59,"Detroit Lions",13,72,46,TRUE,"9/15/1968",1968,"September","1960s",70,89,6
"802","196809150pit","Pittsburgh Steelers",20,"New York Giants",34,54,-14,FALSE,"9/15/1968",1968,"September","1960s",64,63,5
"803","196809150clt","Baltimore Colts",27,"San Francisco 49ers",10,37,17,TRUE,"9/15/1968",1968,"September","1960s",67,56,6
"804","196809150chi","Chicago Bears",28,"Washington Redskins",38,66,-10,FALSE,"9/15/1968",1968,"September","1960s",71,61,8
"805","196809150nor","New Orleans Saints",10,"Cleveland Browns",24,34,-14,FALSE,"9/15/1968",1968,"September","1960s",78,81,9
"806","196809160crd","St. Louis Cardinals",13,"Los Angeles Rams",24,37,-11,FALSE,"9/16/1968",1968,"September","1960s",69,79,14
"807","196809220det","Detroit Lions",42,"Chicago Bears",0,42,42,TRUE,"9/22/1968",1968,"September","1960s",70,84,7
"808","196809220nor","New Orleans Saints",37,"Washington Redskins",17,54,20,TRUE,"9/22/1968",1968,"September","1960s",77,75,10
"809","196809220gnb","Green Bay Packers",13,"Minnesota Vikings",26,39,-13,FALSE,"9/22/1968",1968,"September","1960s",68,83,6
"810","196809220dal","Dallas Cowboys",28,"Cleveland Browns",7,35,21,TRUE,"9/22/1968",1968,"September","1960s",79,80,10
"811","196809220phi","Philadelphia Eagles",25,"New York Giants",34,59,-9,FALSE,"9/22/1968",1968,"September","1960s",70,65,9
"812","196809220atl","Atlanta Falcons",20,"Baltimore Colts",28,48,-8,FALSE,"9/22/1968",1968,"September","1960s",71,67,8
"813","196809220sfo","San Francisco 49ers",35,"St. Louis Cardinals",17,52,18,TRUE,"9/22/1968",1968,"September","1960s",62,37,11
"814","196809220ram","Los Angeles Rams",45,"Pittsburgh Steelers",10,55,35,TRUE,"9/22/1968",1968,"September","1960s",67,66,8
"815","196809290phi","Philadelphia Eagles",13,"Dallas Cowboys",45,58,-32,FALSE,"9/29/1968",1968,"September","1960s",61,51,12
"816","196809290sfo","San Francisco 49ers",28,"Atlanta Falcons",13,41,15,TRUE,"9/29/1968",1968,"September","1960s",57,74,13
"817","196809290cle","Cleveland Browns",6,"Los Angeles Rams",24,30,-18,FALSE,"9/29/1968",1968,"September","1960s",51,77,4
"818","196809290pit","Pittsburgh Steelers",7,"Baltimore Colts",41,48,-34,FALSE,"9/29/1968",1968,"September","1960s",53,59,6
"819","196809290nyg","New York Giants",48,"Washington Redskins",21,69,27,TRUE,"9/29/1968",1968,"September","1960s",62,49,13
"820","196809290gnb","Green Bay Packers",17,"Detroit Lions",23,40,-6,FALSE,"9/29/1968",1968,"September","1960s",52,72,8
"821","196809290min","Minnesota Vikings",17,"Chicago Bears",27,44,-10,FALSE,"9/29/1968",1968,"September","1960s",54,79,7
"822","196809290nor","New Orleans Saints",20,"St. Louis Cardinals",21,41,-1,FALSE,"9/29/1968",1968,"September","1960s",73,66,5
"823","196810050cle","Cleveland Browns",31,"Pittsburgh Steelers",24,55,7,TRUE,"10/5/1968",1968,"October","1960s",43,71,7
"824","196810060crd","St. Louis Cardinals",10,"Dallas Cowboys",27,37,-17,FALSE,"10/6/1968",1968,"October","1960s",53,74,11
"825","196810060min","Minnesota Vikings",24,"Detroit Lions",10,34,14,TRUE,"10/6/1968",1968,"October","1960s",49,85,10
"826","196810060ram","Los Angeles Rams",24,"San Francisco 49ers",10,34,14,TRUE,"10/6/1968",1968,"October","1960s",62,88,7
"827","196810060atl","Atlanta Falcons",7,"Green Bay Packers",38,45,-31,FALSE,"10/6/1968",1968,"October","1960s",57,73,9
"828","196810060clt","Baltimore Colts",28,"Chicago Bears",7,35,21,TRUE,"10/6/1968",1968,"October","1960s",51,55,9
"829","196810060was","Washington Redskins",17,"Philadelphia Eagles",14,31,3,TRUE,"10/6/1968",1968,"October","1960s",46,62,9
"830","196810060nyg","New York Giants",38,"New Orleans Saints",21,59,17,TRUE,"10/6/1968",1968,"October","1960s",54,45,10
"831","196810130atl","Atlanta Falcons",24,"New York Giants",21,45,3,TRUE,"10/13/1968",1968,"October","1960s",69,83,5
"832","196810130was","Washington Redskins",16,"Pittsburgh Steelers",13,29,3,TRUE,"10/13/1968",1968,"October","1960s",62,79,3
"833","196810130dal","Dallas Cowboys",34,"Philadelphia Eagles",14,48,20,TRUE,"10/13/1968",1968,"October","1960s",77,78,12
"834","196810130gnb","Green Bay Packers",14,"Los Angeles Rams",16,30,-2,FALSE,"10/13/1968",1968,"October","1960s",62,81,8
"835","196810130chi","Chicago Bears",10,"Detroit Lions",28,38,-18,FALSE,"10/13/1968",1968,"October","1960s",67,72,9
"836","196810130cle","Cleveland Browns",21,"St. Louis Cardinals",27,48,-6,FALSE,"10/13/1968",1968,"October","1960s",58,82,6
"837","196810130nor","New Orleans Saints",20,"Minnesota Vikings",17,37,3,TRUE,"10/13/1968",1968,"October","1960s",74,85,7
"838","196810130sfo","San Francisco 49ers",14,"Baltimore Colts",42,56,-28,FALSE,"10/13/1968",1968,"October","1960s",58,85,7
"839","196810200pit","Pittsburgh Steelers",12,"New Orleans Saints",16,28,-4,FALSE,"10/20/1968",1968,"October","1960s",50,52,10
